rel_time,rtt
2296.0329699516296,1271.0
2296.2279200553894,1265.0
2296.335501909256,1171.0
2296.652945995331,1286.0
2296.8479619026184,1281.0
2297.052983045578,1282.0
2297.1629610061646,1192.0
2297.44792509079,1276.0
2297.547977924347,1175.0
2297.6930429935455,1118.0
2298.0129890441895,1239.0
2298.220493078232,1245.0
2298.4131128787994,1237.0
2298.5230519771576,1144.0
2298.7779200077057,1199.0
2298.945594072342,1167.0
2299.2429509162903,1264.0
2299.4079608917236,1229.0
2299.607917070389,1228.0
2299.8079409599304,1228.0
2300.002984046936,1215.0
2300.3029038906097,1314.0
2300.502937078476,1312.0
2300.522976875305,1132.0
2300.7405319213867,1148.0
2301.043039083481,1250.0
2301.2330269813538,1239.0
2301.3479409217834,1153.0
2301.5329868793488,1137.0
2301.782963991165,1186.0
2301.993005990982,1196.0
2302.2279510498047,1225.0
2302.3279440402985,1125.0
2302.603038072586,1199.0
2302.8079800605774,1203.0
2303.0629119873047,1258.0
2303.1079370975494,1102.0
2303.487946033478,1281.0
2303.58797287941,1181.0
2303.720818042755,1108.0
2303.9380350112915,1120.0
2304.1530549526215,1134.0
2304.382989883423,1164.0
2304.547949075699,1125.0
2304.8079249858856,1185.0
2305.0130949020386,1190.0
2305.6729788780212,1248.0
2305.762969017029,1137.0
2306.080570936203,1255.0
2306.1679089069366,1142.0
2306.5279700756073,1297.0
2306.6280019283295,1193.0
2306.9329450130463,1294.0
2306.9354560375214,1096.0
2307.1480629444122,1105.0
2307.4829919338226,1240.0
2307.5729348659515,1122.0
2307.9030950069427,1252.0
2307.9680280685425,1113.0
2308.1879920959473,1132.0
2308.347986936569,1092.0
2308.667969942093,1209.0
2308.875890016556,1217.0
2309.108090877533,1245.0
2309.208041906357,1145.0
2309.54300904274,1279.0
2309.743047952652,1278.0
2309.907984972,1240.0
2310.208041906357,1337.0
2310.2478799819946,1177.0
2310.553008079529,1280.0
2310.6280500888824,1153.0
2310.8630380630493,1188.0
2311.1681180000305,1292.0
2311.2830369472504,1206.0
2311.487977027893,1210.0
2311.6879620552063,1209.0
2311.8980078697205,1219.0
2312.142937898636,1263.0
2312.262976884842,1180.0
2312.5429360866547,1260.0
2312.6130650043488,1126.0
2312.9829330444336,1296.0
2313.083041906357,1192.0
2313.228005886078,1137.0
2313.532902956009,1241.0
2313.6428830623627,1148.0
2313.8879129886627,1193.0
2314.0830199718475,1184.0
2314.3279659748077,1229.0
2314.618050098419,1318.0
2314.7204699516296,1218.0
2314.9130859375,1211.0
2315.123023033142,1220.0
2315.2480030059814,1145.0
2315.5479819774628,1237.0
2315.7508840560913,1240.0
2315.943161010742,1231.0
2316.1430430412292,1230.0
2316.2484290599823,1133.0
2316.5431389808655,1228.0
2316.6430389881134,1124.0
2316.8579020500183,1139.0
2317.0130479335785,1093.0
2317.2830460071564,1163.0
2317.573198080063,1253.0
2317.662884950638,1140.0
2317.9679820537567,1246.0
2318.1780478954315,1255.0
2318.267975091934,1145.0
2318.60303401947,1279.0
2318.653033018112,1126.0
2318.8479120731354,1122.0
2319.087960958481,1161.0
2319.2830159664154,1156.0
2319.5929889678955,1265.0
2319.795896053314,1265.0
2319.8930189609528,1163.0
2320.09805893898,1167.0
2320.3680288791656,1236.0
2320.5930149555206,1260.0
2320.7930450439453,1258.0
2321.0029990673065,1268.0
2321.192945957184,1257.0
2321.3630709648132,1226.0
2321.5530149936676,1214.0
2321.763006925583,1224.0
2322.048063993454,1308.0
2322.0891070365906,1142.0
2322.2981600761414,1156.0
2322.6079440116882,1265.0
2322.683077096939,1139.0
2322.938010931015,1193.0
2323.2331080436707,1287.0
2323.4279499053955,1281.0
2323.6279170513153,1280.0
2323.727910041809,1177.0
2323.928027868271,1178.0
2324.2430930137634,1292.0
2324.4430270195007,1288.0
2324.640496969223,1285.0
2324.8405430316925,1284.0
2325.0879559516907,1332.0
2325.1930010318756,1237.0
2325.387929916382,1225.0
2325.5930230617523,1230.0
2325.803039073944,1239.0
2325.987925052643,1224.0
2326.1879670619965,1223.0
2326.3929789066315,1228.0
2326.4730060100555,1107.0
2326.7879140377045,1221.0
2326.897917032242,1130.0
2327.2231209278107,1254.0
2327.4306070804596,1260.0
2327.6229910850525,1252.0
2327.81796503067,1246.0
2328.028016090393,1253.0
2328.328052997589,1353.0
2328.42791891098,1245.0
2328.553015947342,1170.0
2328.8579869270325,1274.0
2329.062985897064,1279.0
2329.2879979610443,1303.0
2329.38800406456,1202.0
2329.593062877655,1206.0
2329.782963991165,1195.0
2329.9231190681458,1128.0
2330.240546941757,1245.0
2330.4329760074615,1237.0
2330.662978887558,1265.0
2330.8529629707336,1250.0
2331.0531380176544,1250.0
2331.247992038727,1245.0
2331.4478759765625,1237.0
2331.657989025116,1246.0
2331.763048887253,1151.0
2332.0679869651794,1256.0
2332.267991065979,1255.0
2332.472972869873,1259.0
2332.6680159568787,1253.0
2332.882966041565,1267.0
2333.095925092697,1279.0
2333.287862062454,1269.0
2333.9079060554504,1286.0
2334.2285919189453,1206.0
2334.353024959564,1130.0
2334.5678989887238,1144.0
2334.783040046692,1156.0
2334.9829750061035,1152.0
2335.182893037796,1152.0
2335.4879479408264,1249.0
2335.8230679035187,1183.0
2336.2479310035706,1207.0
2336.4429829120636,1201.0
2336.7279040813446,1285.0
2336.9355759620667,1292.0
2337.1529529094696,1309.0
2337.207962036133,1161.0
2337.520541906357,1273.0
2337.8230390548706,1370.0
2337.9229350090027,1268.0
2338.017989873886,1163.0
2338.3129789829254,1257.0
2338.522975921631,1267.0
2338.6279978752136,1169.0
2338.833034992218,1173.0
2339.0280520915985,1167.0
2339.2878930568695,1227.0
2339.4880690574646,1221.0
2339.68798995018,1221.0
2339.8979709148407,1230.0
2340.08798289299,1218.0
2340.182923078537,1112.0
2340.487946987152,1217.0
2340.5930590629578,1121.0
2340.772985935211,1100.0
2341.502965927124,1228.0
2341.6280570030212,1149.0
2341.8629279136658,1184.0
2342.062957048416,1183.0
2342.2629618644714,1180.0
2342.563080072403,1276.0
2342.767930984497,1277.0
2342.962956905365,1272.0
2343.187959909439,1296.0
2343.4080080986023,1315.0
2343.602912902832,1309.0
2343.652997970581,1154.0
2343.9429779052734,1244.0
2344.043121099472,1143.0
2344.328032016754,1227.0
2344.5279400348663,1226.0
2344.6729950904846,1170.0
2344.8829979896545,1180.0
2345.0478870868683,1141.0
2345.3079080581665,1200.0
2345.442955970764,1132.0
2345.8430008888245,1132.0
2346.1629168987274,1251.0
2346.2680208683014,1155.0
2346.602946996689,1285.0
2346.8030018806458,1284.0
2347.007926940918,1285.0
2347.202987909317,1280.0
2347.3105659484863,1184.0
2347.6030139923096,1276.0
2347.6981720924377,1167.0
2347.922968864441,1192.0
2348.222979068756,1291.0
2348.4180719852448,1285.0
2348.612936973572,1279.0
2348.8179478645325,1283.0
2349.0128889083862,1279.0
2349.1279759407043,1193.0
2349.320522069931,1182.0
2349.617896080017,1279.0
2349.7229919433594,1183.0
2350.012904882431,1272.0
2350.2129690647125,1271.0
2350.3130679130554,1170.0
2350.617954015732,1274.0
2350.7130150794983,1162.0
2350.9204959869385,1170.0
2351.112963914871,1162.0
2351.3430140018463,1192.0
2351.6362369060516,1283.0
2351.735508918762,1181.0
2352.032994031906,1279.0
2352.2330338954926,1278.0
2352.433047056198,1278.0
2352.6329419612885,1277.0
2352.7430069446564,1180.0
2353.0730440616608,1310.0
2353.0929279327393,1130.0
2353.488000869751,1325.0
2353.5829589366913,1219.0
2353.7830119132996,1218.0
2353.8930439949036,1128.0
2354.2279880046844,1261.0
2354.333030939102,1165.0
2354.6229770183563,1252.0
2354.7279000282288,1157.0
2355.017996072769,1246.0
2355.128059864044,1155.0
2355.287924051285,1109.0
2355.6079380512238,1229.0
2355.702950000763,1120.0
2356.0230169296265,1241.0
2356.1280510425568,1141.0
2356.4679679870605,1281.0
2356.578090906143,1190.0
2356.783012866974,1192.0
2356.9030339717865,1113.0
2357.1481609344482,1157.0
2357.4030780792236,1212.0
2357.6879439353943,1293.0
2357.788013935089,1193.0
2358.0080099105835,1213.0
2358.228014945984,1232.0
2358.323045015335,1127.0
2358.6628909111023,1264.0
2358.7729439735413,1174.0
2359.093029975891,1294.0
2359.137860059738,1135.0
2359.422877073288,1220.0
2359.6278688907623,1224.0
2359.763025999069,1156.0
2360.07297205925,1267.0
2360.2830760478973,1276.0
2360.4809110164642,1274.0
2360.6829879283905,1268.0
2360.8729848861694,1258.0
2360.9378490448,1123.0
2361.282914876938,1264.0
2361.483031988144,1263.0
2361.7129719257355,1292.0
2361.7630848884583,1142.0
2361.9530680179596,1131.0
2362.258022069931,1236.0
2362.662932872772,1240.0
2363.0230810642242,1199.0
2363.313097000122,1288.0
2363.4129450321198,1186.0
2363.553030014038,1126.0
2363.840537071228,1206.0
2363.9479429721832,1113.0
2364.2729609012604,1237.0
2364.3730959892273,1134.0
2364.712933063507,1274.0
2364.8579139709473,1218.0
2365.1628999710083,1322.0
2365.270511865616,1229.0
2365.3929390907288,1150.0
2365.622943878174,1180.0
2365.793065071106,1146.0
2366.132884979248,1286.0
2366.3328850269318,1285.0
2366.4429109096527,1194.0
2366.7329380512238,1283.0
